Name,
Address,
Account Number,
Service,

TYPE,DATE,USAGE,UNITS,COST,NOTES
Natural gas usage,2014-07-04,0.00,therms,$0.00,
Natural gas usage,2014-07-05,0.00,therms,$0.00,
Natural gas usage,2014-07-06,0.00,therms,$0.00,
Natural gas usage,2014-07-07,0.00,therms,$0.00,
Natural gas usage,2014-07-08,0.00,therms,$0.00,
Natural gas usage,2014-07-09,1.02,therms,$1.34,
Natural gas usage,2014-07-10,0.00,therms,$0.00,
Natural gas usage,2014-07-11,0.00,therms,$0.00,
Natural gas usage,2014-07-12,0.00,therms,$0.00,
Natural gas usage,2014-07-13,0.00,therms,$0.00,
Natural gas usage,2014-07-14,1.02,therms,$1.33,
Natural gas usage,2014-07-15,0.00,therms,$0.00,
Natural gas usage,2014-07-16,0.00,therms,$0.00,
Natural gas usage,2014-07-17,0.00,therms,$0.00,
Natural gas usage,2014-07-18,0.00,therms,$0.00,
Natural gas usage,2014-07-19,1.02,therms,$1.33,
Natural gas usage,2014-07-20,0.00,therms,$0.00,
Natural gas usage,2014-07-21,0.00,therms,$0.00,
Natural gas usage,2014-07-22,1.02,therms,$1.34,
Natural gas usage,2014-07-23,0.00,therms,$0.00,
Natural gas usage,2014-07-24,0.00,therms,$0.00,
Natural gas usage,2014-07-25,0.00,therms,$0.00,
Natural gas usage,2014-07-26,1.02,therms,$1.34,
Natural gas usage,2014-07-27,0.00,therms,$0.00,
Natural gas usage,2014-07-28,0.00,therms,$0.00,
Natural gas usage,2014-07-29,0.00,therms,$0.00,
Natural gas usage,2014-07-30,0.00,therms,$0.00,
Natural gas usage,2014-07-31,1.03,therms,$1.34,
Natural gas usage,2014-08-01,0.00,therms,$0.00,
Natural gas usage,2014-08-02,0.00,therms,$0.00,
Natural gas usage,2014-08-03,1.02,therms,$1.34,
Natural gas usage,2014-08-04,0.00,therms,$0.00,
Natural gas usage,2014-08-05,0.00,therms,$0.00,
Natural gas usage,2014-08-06,1.02,therms,$1.34,
Natural gas usage,2014-08-07,0.00,therms,$0.00,
Natural gas usage,2014-08-08,1.02,therms,$1.34,
Natural gas usage,2014-08-09,0.00,therms,$0.00,
Natural gas usage,2014-08-10,0.00,therms,$0.00,
Natural gas usage,2014-08-11,1.03,therms,$1.35,
Natural gas usage,2014-08-12,0.00,therms,$0.00,
Natural gas usage,2014-08-13,0.00,therms,$0.00,
Natural gas usage,2014-08-14,1.03,therms,$1.35,
Natural gas usage,2014-08-15,0.00,therms,$0.00,
Natural gas usage,2014-08-16,0.00,therms,$0.00,
Natural gas usage,2014-08-17,1.03,therms,$1.35,
Natural gas usage,2014-08-18,0.00,therms,$0.00,
Natural gas usage,2014-08-19,0.00,therms,$0.00,
Natural gas usage,2014-08-20,1.03,therms,$1.35,
Natural gas usage,2014-08-21,0.00,therms,$0.00,
Natural gas usage,2014-08-22,0.00,therms,$0.00,
Natural gas usage,2014-08-23,1.03,therms,$1.35,
Natural gas usage,2014-08-24,0.00,therms,$0.00,
Natural gas usage,2014-08-25,0.00,therms,$0.00,
Natural gas usage,2014-08-26,1.03,therms,$1.35,
Natural gas usage,2014-08-27,0.00,therms,$0.00,
Natural gas usage,2014-08-28,0.00,therms,$0.00,
Natural gas usage,2014-08-29,1.03,therms,$1.35,
Natural gas usage,2014-08-30,0.00,therms,$0.00,
Natural gas usage,2014-08-31,0.00,therms,$0.00,
Natural gas usage,2014-09-01,1.03,therms,$1.35,
Natural gas usage,2014-09-02,0.00,therms,$0.00,
Natural gas usage,2014-09-03,0.00,therms,$0.00,
Natural gas usage,2014-09-04,1.03,therms,$1.35,
Natural gas usage,2014-09-05,0.00,therms,$0.00,
Natural gas usage,2014-09-06,1.03,therms,$1.35,
Natural gas usage,2014-09-07,0.00,therms,$0.00,
Natural gas usage,2014-09-08,0.00,therms,$0.00,
Natural gas usage,2014-09-09,1.03,therms,$1.35,
Natural gas usage,2014-09-10,0.00,therms,$0.00,
Natural gas usage,2014-09-11,0.00,therms,$0.00,
Natural gas usage,2014-09-12,1.03,therms,$1.35,
Natural gas usage,2014-09-13,0.00,therms,$0.00,
Natural gas usage,2014-09-14,0.00,therms,$0.00,
Natural gas usage,2014-09-15,1.03,therms,$1.34,
Natural gas usage,2014-09-16,0.00,therms,$0.00,
Natural gas usage,2014-09-17,0.00,therms,$0.00,
Natural gas usage,2014-09-18,1.03,therms,$1.34,
Natural gas usage,2014-09-19,0.00,therms,$0.00,
Natural gas usage,2014-09-20,1.03,therms,$1.34,
Natural gas usage,2014-09-21,0.00,therms,$0.00,
Natural gas usage,2014-09-22,1.03,therms,$1.34,
Natural gas usage,2014-09-23,0.00,therms,$0.00,
Natural gas usage,2014-09-24,0.00,therms,$0.00,
Natural gas usage,2014-09-25,1.03,therms,$1.34,
Natural gas usage,2014-09-26,0.00,therms,$0.00,
Natural gas usage,2014-09-27,0.00,therms,$0.00,
Natural gas usage,2014-09-28,1.03,therms,$1.35,
Natural gas usage,2014-09-29,0.00,therms,$0.00,
Natural gas usage,2014-09-30,1.03,therms,$1.35,
Natural gas usage,2014-10-01,0.00,therms,$0.00,
Natural gas usage,2014-10-02,0.00,therms,$0.00,
Natural gas usage,2014-10-03,1.03,therms,$1.35,
Natural gas usage,2014-10-04,0.00,therms,$0.00,
Natural gas usage,2014-10-05,1.03,therms,$1.35,
Natural gas usage,2014-10-06,0.00,therms,$0.00,
Natural gas usage,2014-10-07,1.03,therms,$1.35,
Natural gas usage,2014-10-08,0.00,therms,$0.00,
Natural gas usage,2014-10-09,0.00,therms,$0.00,
Natural gas usage,2014-10-10,0.00,therms,$0.00,
Natural gas usage,2014-10-11,1.03,therms,$1.35,
Natural gas usage,2014-10-12,0.00,therms,$0.00,
Natural gas usage,2014-10-13,1.03,therms,$1.35,
Natural gas usage,2014-10-14,0.00,therms,$0.00,
Natural gas usage,2014-10-15,0.00,therms,$0.00,
Natural gas usage,2014-10-16,1.03,therms,$1.35,
Natural gas usage,2014-10-17,0.00,therms,$0.00,
Natural gas usage,2014-10-18,1.03,therms,$1.35,
Natural gas usage,2014-10-19,0.00,therms,$0.00,
Natural gas usage,2014-10-20,1.03,therms,$1.35,
Natural gas usage,2014-10-21,0.00,therms,$0.00,
Natural gas usage,2014-10-22,0.00,therms,$0.00,
Natural gas usage,2014-10-23,0.00,therms,$0.00,
Natural gas usage,2014-10-24,1.03,therms,$1.35,
Natural gas usage,2014-10-25,1.03,therms,$1.35,
Natural gas usage,2014-10-26,2.06,therms,$2.70,
Natural gas usage,2014-10-27,0.00,therms,$0.00,
Natural gas usage,2014-10-28,1.03,therms,$1.34,
Natural gas usage,2014-10-29,1.03,therms,$1.34,
Natural gas usage,2014-10-30,0.00,therms,$0.00,
Natural gas usage,2014-10-31,0.00,therms,$0.00,
Natural gas usage,2014-11-01,2.05,therms,$2.68,
Natural gas usage,2014-11-02,2.05,therms,$2.68,
Natural gas usage,2014-11-03,1.03,therms,$1.35,
Natural gas usage,2014-11-04,1.03,therms,$1.35,
Natural gas usage,2014-11-05,1.03,therms,$1.35,
Natural gas usage,2014-11-06,1.03,therms,$1.35,
Natural gas usage,2014-11-07,1.03,therms,$1.35,
Natural gas usage,2014-11-08,0.00,therms,$0.00,
Natural gas usage,2014-11-09,1.03,therms,$1.35,
Natural gas usage,2014-11-10,0.00,therms,$0.00,
Natural gas usage,2014-11-11,1.03,therms,$1.34,
Natural gas usage,2014-11-12,1.03,therms,$1.34,
Natural gas usage,2014-11-13,2.06,therms,$2.69,
Natural gas usage,2014-11-14,1.03,therms,$1.34,
Natural gas usage,2014-11-15,2.06,therms,$2.69,
Natural gas usage,2014-11-16,3.08,therms,$4.03,
Natural gas usage,2014-11-17,2.06,therms,$2.70,
Natural gas usage,2014-11-18,3.09,therms,$4.05,
Natural gas usage,2014-11-19,0.00,therms,$0.00,
Natural gas usage,2014-11-20,1.03,therms,$1.35,
Natural gas usage,2014-11-21,2.06,therms,$2.70,
Natural gas usage,2014-11-22,2.06,therms,$2.70,
Natural gas usage,2014-11-23,3.09,therms,$4.05,
Natural gas usage,2014-11-24,3.10,therms,$4.05,
Natural gas usage,2014-11-25,0.00,therms,$0.00,
Natural gas usage,2014-11-26,3.10,therms,$4.05,
Natural gas usage,2014-11-27,3.10,therms,$4.05,
Natural gas usage,2014-11-28,3.10,therms,$4.05,
Natural gas usage,2014-11-29,2.06,therms,$2.70,
Natural gas usage,2014-11-30,2.06,therms,$2.70,
Natural gas usage,2014-12-01,3.08,therms,$4.03,
Natural gas usage,2014-12-02,1.03,therms,$1.34,
Natural gas usage,2014-12-03,2.05,therms,$2.69,
Natural gas usage,2014-12-04,2.05,therms,$2.69,
Natural gas usage,2014-12-05,2.05,therms,$2.69,
Natural gas usage,2014-12-06,1.03,therms,$1.34,
Natural gas usage,2014-12-07,2.05,therms,$2.69,
Natural gas usage,2014-12-08,2.05,therms,$2.68,
Natural gas usage,2014-12-09,2.05,therms,$2.68,
Natural gas usage,2014-12-10,2.05,therms,$2.68,
Natural gas usage,2014-12-11,2.05,therms,$2.68,
Natural gas usage,2014-12-12,2.05,therms,$2.68,
Natural gas usage,2014-12-13,3.07,therms,$4.02,
Natural gas usage,2014-12-14,3.07,therms,$4.02,
Natural gas usage,2014-12-15,4.11,therms,$5.37,
Natural gas usage,2014-12-16,2.05,therms,$2.69,
Natural gas usage,2014-12-17,3.08,therms,$4.03,
Natural gas usage,2014-12-18,2.05,therms,$2.69,
Natural gas usage,2014-12-19,2.05,therms,$2.69,
Natural gas usage,2014-12-20,2.05,therms,$2.69,
Natural gas usage,2014-12-21,1.03,therms,$1.34,
Natural gas usage,2014-12-22,1.02,therms,$1.34,
Natural gas usage,2014-12-23,2.05,therms,$2.68,
Natural gas usage,2014-12-24,2.05,therms,$2.68,
Natural gas usage,2014-12-25,4.10,therms,$5.36,
Natural gas usage,2014-12-26,4.10,therms,$5.36,
Natural gas usage,2014-12-27,6.14,therms,$8.04,
Natural gas usage,2014-12-28,4.10,therms,$5.36,
Natural gas usage,2014-12-29,5.14,therms,$8.30,
Natural gas usage,2014-12-30,3.08,therms,$5.54,
Natural gas usage,2014-12-31,6.17,therms,$11.09,
Natural gas usage,2015-01-01,5.14,therms,$9.24,
Natural gas usage,2015-01-02,4.11,therms,$7.39,
Natural gas usage,2015-01-03,6.17,therms,$11.09,
Natural gas usage,2015-01-04,3.08,therms,$5.54,
Natural gas usage,2015-01-05,4.09,therms,$7.35,
Natural gas usage,2015-01-06,3.07,therms,$4.01,
Natural gas usage,2015-01-07,1.02,therms,$1.34,
Natural gas usage,2015-01-08,2.04,therms,$2.67,
Natural gas usage,2015-01-09,2.04,therms,$2.67,
Natural gas usage,2015-01-10,2.04,therms,$2.67,
Natural gas usage,2015-01-11,2.04,therms,$2.67,
Natural gas usage,2015-01-12,3.07,therms,$4.02,
Natural gas usage,2015-01-13,3.07,therms,$4.02,
Natural gas usage,2015-01-14,3.07,therms,$4.02,
Natural gas usage,2015-01-15,4.10,therms,$5.36,
Natural gas usage,2015-01-16,2.05,therms,$2.68,
Natural gas usage,2015-01-17,3.07,therms,$4.02,
Natural gas usage,2015-01-18,1.02,therms,$1.34,
Natural gas usage,2015-01-19,2.05,therms,$2.68,
Natural gas usage,2015-01-20,3.07,therms,$4.02,
Natural gas usage,2015-01-21,4.09,therms,$5.35,
Natural gas usage,2015-01-22,5.11,therms,$6.69,
Natural gas usage,2015-01-23,3.07,therms,$4.02,
Natural gas usage,2015-01-24,2.05,therms,$2.68,
Natural gas usage,2015-01-25,4.09,therms,$5.35,
Natural gas usage,2015-01-26,4.09,therms,$5.35,
Natural gas usage,2015-01-27,2.04,therms,$3.64,
Natural gas usage,2015-01-28,2.04,therms,$3.67,
Natural gas usage,2015-01-29,3.07,therms,$5.51,
Natural gas usage,2015-01-30,1.02,therms,$1.84,
Natural gas usage,2015-01-31,2.04,therms,$3.67,
Natural gas usage,2015-02-01,2.04,therms,$3.67,
Natural gas usage,2015-02-02,2.05,therms,$3.69,
Natural gas usage,2015-02-03,2.05,therms,$3.69,
Natural gas usage,2015-02-04,2.05,therms,$3.69,
Natural gas usage,2015-02-05,3.07,therms,$4.02,
Natural gas usage,2015-02-06,2.05,therms,$2.68,
Natural gas usage,2015-02-07,2.05,therms,$2.68,
Natural gas usage,2015-02-08,1.02,therms,$1.34,
Natural gas usage,2015-02-09,2.04,therms,$2.67,
Natural gas usage,2015-02-10,2.04,therms,$2.67,
Natural gas usage,2015-02-11,2.04,therms,$2.67,
Natural gas usage,2015-02-12,1.02,therms,$1.33,
Natural gas usage,2015-02-13,1.02,therms,$1.33,
Natural gas usage,2015-02-14,1.02,therms,$1.33,
Natural gas usage,2015-02-15,1.02,therms,$1.33,
Natural gas usage,2015-02-16,1.02,therms,$1.33,
Natural gas usage,2015-02-17,1.02,therms,$1.34,
Natural gas usage,2015-02-18,2.05,therms,$2.68,
Natural gas usage,2015-02-19,1.02,therms,$1.34,
Natural gas usage,2015-02-20,1.02,therms,$1.34,
Natural gas usage,2015-02-21,3.07,therms,$4.02,
Natural gas usage,2015-02-22,2.05,therms,$2.68,
Natural gas usage,2015-02-23,1.02,therms,$1.34,
Natural gas usage,2015-02-24,1.02,therms,$1.34,
Natural gas usage,2015-02-25,2.04,therms,$2.67,
Natural gas usage,2015-02-26,1.02,therms,$1.34,
Natural gas usage,2015-02-27,2.04,therms,$2.67,
Natural gas usage,2015-02-28,2.04,therms,$2.67,
Natural gas usage,2015-03-01,2.04,therms,$2.67,
Natural gas usage,2015-03-02,2.04,therms,$2.67,
Natural gas usage,2015-03-03,2.04,therms,$2.67,
Natural gas usage,2015-03-04,2.04,therms,$2.67,
Natural gas usage,2015-03-05,1.02,therms,$1.34,
Natural gas usage,2015-03-06,1.02,therms,$1.34,
Natural gas usage,2015-03-07,1.02,therms,$1.34,
Natural gas usage,2015-03-08,1.02,therms,$1.34,
Natural gas usage,2015-03-09,1.02,therms,$1.34,
Natural gas usage,2015-03-10,2.04,therms,$2.67,
Natural gas usage,2015-03-11,0.00,therms,$0.00,
Natural gas usage,2015-03-12,1.02,therms,$1.34,
Natural gas usage,2015-03-13,0.00,therms,$0.00,
Natural gas usage,2015-03-14,1.02,therms,$1.34,
Natural gas usage,2015-03-15,1.02,therms,$1.34,
Natural gas usage,2015-03-16,1.02,therms,$1.34,
Natural gas usage,2015-03-17,0.00,therms,$0.00,
Natural gas usage,2015-03-18,1.02,therms,$1.34,
Natural gas usage,2015-03-19,0.00,therms,$0.00,
Natural gas usage,2015-03-20,2.04,therms,$2.67,
Natural gas usage,2015-03-21,1.02,therms,$1.34,
Natural gas usage,2015-03-22,2.04,therms,$2.67,
Natural gas usage,2015-03-23,1.02,therms,$1.34,
Natural gas usage,2015-03-24,1.02,therms,$1.34,
Natural gas usage,2015-03-25,1.02,therms,$1.34,
Natural gas usage,2015-03-26,0.00,therms,$0.00,
Natural gas usage,2015-03-27,1.02,therms,$1.34,
Natural gas usage,2015-03-28,0.00,therms,$0.00,
Natural gas usage,2015-03-29,1.02,therms,$1.34,
Natural gas usage,2015-03-30,0.00,therms,$0.00,
Natural gas usage,2015-03-31,1.02,therms,$1.34,
Natural gas usage,2015-04-01,1.02,therms,$1.34,
Natural gas usage,2015-04-02,0.00,therms,$0.00,
Natural gas usage,2015-04-03,1.02,therms,$1.34,
Natural gas usage,2015-04-04,1.02,therms,$1.34,
Natural gas usage,2015-04-05,3.07,therms,$5.29,
Natural gas usage,2015-04-06,2.05,therms,$3.68,
Natural gas usage,2015-04-07,2.05,therms,$2.68,
Natural gas usage,2015-04-08,3.07,therms,$4.02,
Natural gas usage,2015-04-09,1.02,therms,$1.34,
Natural gas usage,2015-04-10,1.02,therms,$1.34,
Natural gas usage,2015-04-11,1.02,therms,$1.34,
Natural gas usage,2015-04-12,1.02,therms,$1.34,
Natural gas usage,2015-04-13,1.02,therms,$1.34,
Natural gas usage,2015-04-14,0.00,therms,$0.00,
Natural gas usage,2015-04-15,1.02,therms,$1.34,
Natural gas usage,2015-04-16,0.00,therms,$0.00,
Natural gas usage,2015-04-17,1.02,therms,$1.34,
Natural gas usage,2015-04-18,0.00,therms,$0.00,
Natural gas usage,2015-04-19,1.02,therms,$1.34,
Natural gas usage,2015-04-20,1.03,therms,$1.35,
Natural gas usage,2015-04-21,3.09,therms,$4.04,
Natural gas usage,2015-04-22,1.03,therms,$1.71,
Natural gas usage,2015-04-23,2.06,therms,$3.70,
Natural gas usage,2015-04-24,1.03,therms,$1.85,
Natural gas usage,2015-04-25,1.03,therms,$1.85,
Natural gas usage,2015-04-26,1.03,therms,$1.85,
Natural gas usage,2015-04-27,0.00,therms,$0.00,
Natural gas usage,2015-04-28,0.00,therms,$0.00,
Natural gas usage,2015-04-29,1.03,therms,$1.85,
Natural gas usage,2015-04-30,0.00,therms,$0.00,
Natural gas usage,2015-05-01,1.03,therms,$1.85,
Natural gas usage,2015-05-02,1.03,therms,$1.85,
Natural gas usage,2015-05-03,0.00,therms,$0.00,
Natural gas usage,2015-05-04,3.08,therms,$5.54,
Natural gas usage,2015-05-05,0.00,therms,$0.00,
Natural gas usage,2015-05-06,1.03,therms,$1.85,
Natural gas usage,2015-05-07,3.08,therms,$4.03,
Natural gas usage,2015-05-08,1.03,therms,$1.34,
Natural gas usage,2015-05-09,1.03,therms,$1.34,
Natural gas usage,2015-05-10,2.06,therms,$2.69,
Natural gas usage,2015-05-11,2.05,therms,$2.69,
Natural gas usage,2015-05-12,1.03,therms,$1.34,
Natural gas usage,2015-05-13,2.05,therms,$2.69,
Natural gas usage,2015-05-14,1.03,therms,$1.34,
Natural gas usage,2015-05-15,1.03,therms,$1.34,
Natural gas usage,2015-05-16,3.08,therms,$4.03,
Natural gas usage,2015-05-17,2.05,therms,$3.58,
Natural gas usage,2015-05-18,2.06,therms,$3.70,
Natural gas usage,2015-05-19,1.03,therms,$1.85,
Natural gas usage,2015-05-20,2.06,therms,$3.70,
Natural gas usage,2015-05-21,2.06,therms,$3.70,
Natural gas usage,2015-05-22,1.03,therms,$1.85,
Natural gas usage,2015-05-23,1.03,therms,$1.85,
Natural gas usage,2015-05-24,3.08,therms,$5.54,
Natural gas usage,2015-05-25,1.03,therms,$1.85,
Natural gas usage,2015-05-26,1.03,therms,$1.85,
Natural gas usage,2015-05-27,1.03,therms,$1.85,
Natural gas usage,2015-05-28,1.03,therms,$1.85,
Natural gas usage,2015-05-29,1.03,therms,$1.85,
Natural gas usage,2015-05-30,1.03,therms,$1.85,
Natural gas usage,2015-05-31,0.00,therms,$0.00,
Natural gas usage,2015-06-01,1.03,therms,$1.85,
Natural gas usage,2015-06-02,1.03,therms,$1.85,
Natural gas usage,2015-06-03,0.00,therms,$0.00,
Natural gas usage,2015-06-04,1.03,therms,$1.85,
Natural gas usage,2015-06-05,0.00,therms,$0.00,
Natural gas usage,2015-06-06,1.03,therms,$1.35,
Natural gas usage,2015-06-07,0.00,therms,$0.00,
Natural gas usage,2015-06-08,1.03,therms,$1.35,
Natural gas usage,2015-06-09,0.00,therms,$0.00,
Natural gas usage,2015-06-10,1.03,therms,$1.35,
Natural gas usage,2015-06-11,0.00,therms,$0.00,
Natural gas usage,2015-06-12,1.03,therms,$1.35,
Natural gas usage,2015-06-13,0.00,therms,$0.00,
Natural gas usage,2015-06-14,1.03,therms,$1.35,
Natural gas usage,2015-06-15,0.00,therms,$0.00,
Natural gas usage,2015-06-16,1.04,therms,$1.36,
Natural gas usage,2015-06-17,0.00,therms,$0.00,
Natural gas usage,2015-06-18,1.04,therms,$1.36,
Natural gas usage,2015-06-19,0.00,therms,$0.00,
Natural gas usage,2015-06-20,1.04,therms,$1.36,
Natural gas usage,2015-06-21,0.00,therms,$0.00,
Natural gas usage,2015-06-22,1.04,therms,$1.36,
Natural gas usage,2015-06-23,0.00,therms,$0.00,
Natural gas usage,2015-06-24,1.04,therms,$1.36,
Natural gas usage,2015-06-25,0.00,therms,$0.00,
Natural gas usage,2015-06-26,0.00,therms,$0.00,
Natural gas usage,2015-06-27,1.04,therms,$1.36,
Natural gas usage,2015-06-28,0.00,therms,$0.00,
Natural gas usage,2015-06-29,1.03,therms,$1.35,
Natural gas usage,2015-06-30,0.00,therms,$0.00,
Natural gas usage,2015-07-01,0.00,therms,$0.00,
Natural gas usage,2015-07-02,1.03,therms,$1.35,
Natural gas usage,2015-07-03,0.00,therms,$0.00,
Natural gas usage,2015-07-04,1.03,therms,$1.35,
Natural gas usage,2015-07-05,0.00,therms,$0.00,
Natural gas usage,2015-07-06,0.00,therms,$0.00,
Natural gas usage,2015-07-07,1.03,therms,$1.35,
Natural gas usage,2015-07-08,0.00,therms,$0.00,
Natural gas usage,2015-07-09,1.03,therms,$1.35,
Natural gas usage,2015-07-10,0.00,therms,$0.00,
Natural gas usage,2015-07-11,1.03,therms,$1.35,
Natural gas usage,2015-07-12,0.00,therms,$0.00,
Natural gas usage,2015-07-13,1.03,therms,$1.35,
Natural gas usage,2015-07-14,0.00,therms,$0.00,
Natural gas usage,2015-07-15,0.00,therms,$0.00,
Natural gas usage,2015-07-16,1.03,therms,$1.35,
Natural gas usage,2015-07-17,0.00,therms,$0.00,
Natural gas usage,2015-07-18,1.03,therms,$1.35,
Natural gas usage,2015-07-19,0.00,therms,$0.00,
Natural gas usage,2015-07-20,1.03,therms,$1.35,
Natural gas usage,2015-07-21,0.00,therms,$0.00,
Natural gas usage,2015-07-22,0.00,therms,$0.00,
Natural gas usage,2015-07-23,1.03,therms,$1.35,
Natural gas usage,2015-07-24,0.00,therms,$0.00,
Natural gas usage,2015-07-25,1.03,therms,$1.35,
Natural gas usage,2015-07-26,0.00,therms,$0.00,
Natural gas usage,2015-07-27,1.03,therms,$1.35,
Natural gas usage,2015-07-28,0.00,therms,$0.00,
Natural gas usage,2015-07-29,1.03,therms,$1.35,
Natural gas usage,2015-07-30,0.00,therms,$0.00,
Natural gas usage,2015-07-31,0.00,therms,$0.00,
Natural gas usage,2015-08-01,1.03,therms,$1.35,
Natural gas usage,2015-08-02,0.00,therms,$0.00,
Natural gas usage,2015-08-03,1.03,therms,$1.35,
Natural gas usage,2015-08-04,0.00,therms,$0.00,
Natural gas usage,2015-08-05,0.00,therms,$0.00,
Natural gas usage,2015-08-06,1.03,therms,$1.35,
Natural gas usage,2015-08-07,0.00,therms,$0.00,
Natural gas usage,2015-08-08,0.00,therms,$0.00,
Natural gas usage,2015-08-09,1.03,therms,$1.35,
Natural gas usage,2015-08-10,0.00,therms,$0.00,
Natural gas usage,2015-08-11,1.03,therms,$1.34,
Natural gas usage,2015-08-12,0.00,therms,$0.00,
Natural gas usage,2015-08-13,1.03,therms,$1.34,
Natural gas usage,2015-08-14,0.00,therms,$0.00,
Natural gas usage,2015-08-15,0.00,therms,$0.00,
Natural gas usage,2015-08-16,1.03,therms,$1.34,
Natural gas usage,2015-08-17,0.00,therms,$0.00,
Natural gas usage,2015-08-18,0.00,therms,$0.00,
Natural gas usage,2015-08-19,1.03,therms,$1.35,
Natural gas usage,2015-08-20,0.00,therms,$0.00,
Natural gas usage,2015-08-21,0.00,therms,$0.00,
Natural gas usage,2015-08-22,1.03,therms,$1.35,
Natural gas usage,2015-08-23,1.03,therms,$1.35,
Natural gas usage,2015-08-24,0.00,therms,$0.00,
Natural gas usage,2015-08-25,0.00,therms,$0.00,
Natural gas usage,2015-08-26,1.03,therms,$1.35,
Natural gas usage,2015-08-27,0.00,therms,$0.00,
Natural gas usage,2015-08-28,1.03,therms,$1.35,
Natural gas usage,2015-08-29,0.00,therms,$0.00,
Natural gas usage,2015-08-30,0.00,therms,$0.00,
Natural gas usage,2015-08-31,0.00,therms,$0.00,
Natural gas usage,2015-09-01,0.00,therms,$0.00,
Natural gas usage,2015-09-02,1.03,therms,$1.35,
Natural gas usage,2015-09-03,0.00,therms,$0.00,
Natural gas usage,2015-09-04,1.03,therms,$1.35,
Natural gas usage,2015-09-05,0.00,therms,$0.00,
Natural gas usage,2015-09-06,1.03,therms,$1.35,
Natural gas usage,2015-09-07,0.00,therms,$0.00,
Natural gas usage,2015-09-08,0.00,therms,$0.00,
Natural gas usage,2015-09-09,1.03,therms,$1.35,
Natural gas usage,2015-09-10,0.00,therms,$0.00,
Natural gas usage,2015-09-11,1.03,therms,$1.35,
Natural gas usage,2015-09-12,0.00,therms,$0.00,
Natural gas usage,2015-09-13,1.03,therms,$1.35,
Natural gas usage,2015-09-14,0.00,therms,$0.00,
Natural gas usage,2015-09-15,1.03,therms,$1.35,
Natural gas usage,2015-09-16,0.00,therms,$0.00,
Natural gas usage,2015-09-17,1.03,therms,$1.35,
Natural gas usage,2015-09-18,0.00,therms,$0.00,
Natural gas usage,2015-09-19,0.00,therms,$0.00,
Natural gas usage,2015-09-20,1.03,therms,$1.35,
Natural gas usage,2015-09-21,0.00,therms,$0.00,
Natural gas usage,2015-09-22,0.00,therms,$0.00,
Natural gas usage,2015-09-23,1.03,therms,$1.35,
Natural gas usage,2015-09-24,0.00,therms,$0.00,
Natural gas usage,2015-09-25,1.03,therms,$1.35,
Natural gas usage,2015-09-26,0.00,therms,$0.00,
Natural gas usage,2015-09-27,0.00,therms,$0.00,
Natural gas usage,2015-09-28,1.03,therms,$1.35,
Natural gas usage,2015-09-29,0.00,therms,$0.00,
Natural gas usage,2015-09-30,1.03,therms,$1.35,
Natural gas usage,2015-10-01,0.00,therms,$0.00,
Natural gas usage,2015-10-02,0.00,therms,$0.00,
