Name,
Natural gas usage,2015-10-03,1.03,therms,$1.35,
Natural gas usage,2015-10-04,0.00,therms,$0.00,
Natural gas usage,2015-10-05,1.03,therms,$1.35,
Natural gas usage,2015-10-06,0.00,therms,$0.00,
Natural gas usage,2015-10-07,1.03,therms,$1.35,
Natural gas usage,2015-10-08,0.00,therms,$0.00,
Natural gas usage,2015-10-09,1.03,therms,$1.35,
Natural gas usage,2015-10-10,0.00,therms,$0.00,
Natural gas usage,2015-10-11,1.03,therms,$1.35,
Natural gas usage,2015-10-12,0.00,therms,$0.00,
Natural gas usage,2015-10-13,0.00,therms,$0.00,
Natural gas usage,2015-10-14,1.03,therms,$1.35,
Natural gas usage,2015-10-15,0.00,therms,$0.00,
Natural gas usage,2015-10-16,0.00,therms,$0.00,
Natural gas usage,2015-10-17,1.03,therms,$1.35,
Natural gas usage,2015-10-18,0.00,therms,$0.00,
Natural gas usage,2015-10-19,1.03,therms,$1.35,
Natural gas usage,2015-10-20,0.00,therms,$0.00,
Natural gas usage,2015-10-21,1.03,therms,$1.35,
Natural gas usage,2015-10-22,0.00,therms,$0.00,
Natural gas usage,2015-10-23,0.00,therms,$0.00,
Natural gas usage,2015-10-24,1.03,therms,$1.35,
Natural gas usage,2015-10-25,0.00,therms,$0.00,
Natural gas usage,2015-10-26,1.03,therms,$1.34,
Natural gas usage,2015-10-27,0.00,therms,$0.00,
Natural gas usage,2015-10-28,1.03,therms,$1.34,
Natural gas usage,2015-10-29,0.00,therms,$0.00,
Natural gas usage,2015-10-30,1.03,therms,$1.34,
Natural gas usage,2015-10-31,0.00,therms,$0.00,
Natural gas usage,2015-11-01,1.03,therms,$1.34,
Natural gas usage,2015-11-02,0.00,therms,$0.00,
Natural gas usage,2015-11-03,2.05,therms,$2.69,
Natural gas usage,2015-11-04,2.05,therms,$2.69,
Natural gas usage,2015-11-05,2.05,therms,$2.69,
Natural gas usage,2015-11-06,2.05,therms,$2.69,
Natural gas usage,2015-11-07,1.03,therms,$1.34,
Natural gas usage,2015-11-08,3.08,therms,$4.03,
Natural gas usage,2015-11-09,4.12,therms,$5.39,
Natural gas usage,2015-11-10,3.09,therms,$4.04,
Natural gas usage,2015-11-11,3.09,therms,$4.04,
Natural gas usage,2015-11-12,2.06,therms,$2.69,
Natural gas usage,2015-11-13,2.06,therms,$2.69,
Natural gas usage,2015-11-14,3.09,therms,$4.04,
Natural gas usage,2015-11-15,3.09,therms,$4.04,
Natural gas usage,2015-11-16,3.09,therms,$4.04,
Natural gas usage,2015-11-17,2.06,therms,$2.69,
Natural gas usage,2015-11-18,2.06,therms,$2.69,
Natural gas usage,2015-11-19,1.03,therms,$1.35,
Natural gas usage,2015-11-20,1.03,therms,$1.35,
Natural gas usage,2015-11-21,2.06,therms,$2.69,
Natural gas usage,2015-11-22,0.00,therms,$0.00,
Natural gas usage,2015-11-23,4.12,therms,$5.39,
Natural gas usage,2015-11-24,3.09,therms,$4.05,
Natural gas usage,2015-11-25,4.12,therms,$5.39,
Natural gas usage,2015-11-26,4.12,therms,$5.39,
Natural gas usage,2015-11-27,5.15,therms,$7.44,
Natural gas usage,2015-11-28,4.12,therms,$7.41,
Natural gas usage,2015-11-29,4.12,therms,$7.41,
Natural gas usage,2015-11-30,5.15,therms,$9.26,
Natural gas usage,2015-12-01,4.12,therms,$7.41,
Natural gas usage,2015-12-02,3.09,therms,$5.55,
Natural gas usage,2015-12-03,3.09,therms,$5.55,
Natural gas usage,2015-12-04,3.09,therms,$5.55,
Natural gas usage,2015-12-05,3.09,therms,$4.04,
Natural gas usage,2015-12-06,3.09,therms,$4.04,
Natural gas usage,2015-12-07,2.06,therms,$2.69,
Natural gas usage,2015-12-08,2.06,therms,$2.69,
Natural gas usage,2015-12-09,2.06,therms,$2.69,
Natural gas usage,2015-12-10,2.06,therms,$2.69,
Natural gas usage,2015-12-11,3.09,therms,$4.04,
Natural gas usage,2015-12-12,3.09,therms,$4.04,
Natural gas usage,2015-12-13,4.12,therms,$5.38,
Natural gas usage,2015-12-14,5.14,therms,$6.73,
Natural gas usage,2015-12-15,4.12,therms,$5.38,
Natural gas usage,2015-12-16,4.12,therms,$5.38,
Natural gas usage,2015-12-17,4.12,therms,$5.38,
Natural gas usage,2015-12-18,3.09,therms,$4.04,
Natural gas usage,2015-12-19,2.06,therms,$2.69,
Natural gas usage,2015-12-20,5.14,therms,$6.73,
Natural gas usage,2015-12-21,2.06,therms,$2.69,
Natural gas usage,2015-12-22,2.06,therms,$2.69,
Natural gas usage,2015-12-23,4.11,therms,$5.38,
Natural gas usage,2015-12-24,5.14,therms,$7.94,
Natural gas usage,2015-12-25,4.11,therms,$7.39,
Natural gas usage,2015-12-26,5.14,therms,$9.24,
Natural gas usage,2015-12-27,6.17,therms,$11.09,
Natural gas usage,2015-12-28,5.13,therms,$9.23,
Natural gas usage,2015-12-29,4.11,therms,$7.38,
Natural gas usage,2015-12-30,5.13,therms,$9.23,
Natural gas usage,2015-12-31,5.13,therms,$9.23,
Natural gas usage,2016-01-01,6.16,therms,$11.08,
Natural gas usage,2016-01-02,4.11,therms,$7.38,
Natural gas usage,2016-01-03,4.11,therms,$7.38,
Natural gas usage,2016-01-04,3.08,therms,$5.54,
Natural gas usage,2016-01-05,4.11,therms,$7.38,
Natural gas usage,2016-01-06,2.05,therms,$2.69,
Natural gas usage,2016-01-07,4.11,therms,$5.37,
Natural gas usage,2016-01-08,3.08,therms,$4.03,
Natural gas usage,2016-01-09,3.08,therms,$4.03,
Natural gas usage,2016-01-10,3.08,therms,$4.03,
Natural gas usage,2016-01-11,4.11,therms,$5.38,
Natural gas usage,2016-01-12,2.06,therms,$2.69,
Natural gas usage,2016-01-13,2.06,therms,$2.69,
Natural gas usage,2016-01-14,4.11,therms,$5.38,
Natural gas usage,2016-01-15,2.06,therms,$2.69,
Natural gas usage,2016-01-16,3.08,therms,$4.03,
Natural gas usage,2016-01-17,2.06,therms,$2.69,
Natural gas usage,2016-01-18,2.06,therms,$2.69,
Natural gas usage,2016-01-19,2.05,therms,$2.68,
Natural gas usage,2016-01-20,2.05,therms,$2.68,
Natural gas usage,2016-01-21,3.07,therms,$4.02,
Natural gas usage,2016-01-22,2.05,therms,$2.68,
Natural gas usage,2016-01-23,2.05,therms,$2.68,
Natural gas usage,2016-01-24,2.05,therms,$2.68,
Natural gas usage,2016-01-25,2.05,therms,$3.12,
Natural gas usage,2016-01-26,3.08,therms,$5.53,
Natural gas usage,2016-01-27,2.05,therms,$3.69,
Natural gas usage,2016-01-28,3.08,therms,$5.53,
Natural gas usage,2016-01-29,2.05,therms,$3.69,
Natural gas usage,2016-01-30,1.03,therms,$1.84,
Natural gas usage,2016-01-31,0.00,therms,$0.00,
Natural gas usage,2016-02-01,5.14,therms,$6.90,
Natural gas usage,2016-02-02,4.12,therms,$7.14,
Natural gas usage,2016-02-03,4.12,therms,$7.53,
Natural gas usage,2016-02-04,3.09,therms,$4.14,
Natural gas usage,2016-02-05,2.06,therms,$2.76,
Natural gas usage,2016-02-06,3.09,therms,$4.14,
Natural gas usage,2016-02-07,1.03,therms,$1.38,
Natural gas usage,2016-02-08,2.06,therms,$2.76,
Natural gas usage,2016-02-09,0.00,therms,$0.00,
Natural gas usage,2016-02-10,1.03,therms,$1.38,
Natural gas usage,2016-02-11,2.06,therms,$2.76,
Natural gas usage,2016-02-12,1.03,therms,$1.38,
Natural gas usage,2016-02-13,1.03,therms,$1.38,
Natural gas usage,2016-02-14,1.03,therms,$1.38,
Natural gas usage,2016-02-15,1.03,therms,$1.38,
Natural gas usage,2016-02-16,0.00,therms,$0.00,
Natural gas usage,2016-02-17,1.02,therms,$1.37,
Natural gas usage,2016-02-18,2.05,therms,$2.75,
Natural gas usage,2016-02-19,3.07,therms,$4.12,
Natural gas usage,2016-02-20,1.02,therms,$1.37,
Natural gas usage,2016-02-21,2.05,therms,$2.75,
Natural gas usage,2016-02-22,2.05,therms,$2.74,
Natural gas usage,2016-02-23,2.05,therms,$2.74,
Natural gas usage,2016-02-24,3.07,therms,$4.12,
Natural gas usage,2016-02-25,0.00,therms,$0.00,
Natural gas usage,2016-02-26,1.02,therms,$1.37,
Natural gas usage,2016-02-27,2.05,therms,$2.74,
Natural gas usage,2016-02-28,1.02,therms,$1.37,
Natural gas usage,2016-02-29,1.02,therms,$1.37,
Natural gas usage,2016-03-01,1.02,therms,$1.09,
Natural gas usage,2016-03-02,2.04,therms,$2.19,
Natural gas usage,2016-03-03,0.00,therms,$0.00,
Natural gas usage,2016-03-04,1.02,therms,$1.09,
Natural gas usage,2016-03-05,2.04,therms,$2.19,
Natural gas usage,2016-03-06,3.07,therms,$3.28,
Natural gas usage,2016-03-07,2.04,therms,$2.19,
Natural gas usage,2016-03-08,3.07,therms,$3.28,
Natural gas usage,2016-03-09,2.04,therms,$2.19,
Natural gas usage,2016-03-10,1.02,therms,$1.09,
Natural gas usage,2016-03-11,2.04,therms,$2.19,
Natural gas usage,2016-03-12,3.07,therms,$3.28,
Natural gas usage,2016-03-13,2.04,therms,$2.19,
Natural gas usage,2016-03-14,1.02,therms,$1.10,
Natural gas usage,2016-03-15,1.02,therms,$1.10,
Natural gas usage,2016-03-16,2.05,therms,$2.20,
Natural gas usage,2016-03-17,0.00,therms,$0.00,
Natural gas usage,2016-03-18,2.05,therms,$2.20,
Natural gas usage,2016-03-19,1.02,therms,$1.10,
Natural gas usage,2016-03-20,2.05,therms,$2.20,
Natural gas usage,2016-03-21,2.05,therms,$2.19,
Natural gas usage,2016-03-22,2.05,therms,$2.19,
Natural gas usage,2016-03-23,1.02,therms,$1.10,
Natural gas usage,2016-03-24,1.02,therms,$1.10,
Natural gas usage,2016-03-25,1.02,therms,$1.10,
Natural gas usage,2016-03-26,1.02,therms,$1.10,
Natural gas usage,2016-03-27,1.02,therms,$1.10,
Natural gas usage,2016-03-28,0.00,therms,$0.00,
Natural gas usage,2016-03-29,1.03,therms,$1.10,
Natural gas usage,2016-03-30,1.03,therms,$1.10,
Natural gas usage,2016-03-31,0.00,therms,$0.00,
Natural gas usage,2016-04-01,1.03,therms,$1.18,
Natural gas usage,2016-04-02,1.03,therms,$1.18,
Natural gas usage,2016-04-03,1.03,therms,$1.54,
Natural gas usage,2016-04-04,1.03,therms,$1.69,
Natural gas usage,2016-04-05,1.03,therms,$1.19,
Natural gas usage,2016-04-06,1.03,therms,$1.19,
Natural gas usage,2016-04-07,0.00,therms,$0.00,
Natural gas usage,2016-04-08,2.06,therms,$2.37,
Natural gas usage,2016-04-09,1.03,therms,$1.19,
Natural gas usage,2016-04-10,2.06,therms,$2.37,
Natural gas usage,2016-04-11,1.03,therms,$1.19,
Natural gas usage,2016-04-12,1.03,therms,$1.19,
Natural gas usage,2016-04-13,2.06,therms,$2.37,
Natural gas usage,2016-04-14,2.06,therms,$2.37,
Natural gas usage,2016-04-15,1.03,therms,$1.19,
Natural gas usage,2016-04-16,0.00,therms,$0.00,
Natural gas usage,2016-04-17,1.03,therms,$1.23,
Natural gas usage,2016-04-18,0.00,therms,$0.00,
Natural gas usage,2016-04-19,1.03,therms,$1.69,
Natural gas usage,2016-04-20,0.00,therms,$0.00,
Natural gas usage,2016-04-21,1.03,therms,$1.69,
Natural gas usage,2016-04-22,0.00,therms,$0.00,
Natural gas usage,2016-04-23,2.05,therms,$3.37,
Natural gas usage,2016-04-24,0.00,therms,$0.00,
Natural gas usage,2016-04-25,1.03,therms,$1.69,
Natural gas usage,2016-04-26,1.03,therms,$1.69,
Natural gas usage,2016-04-27,2.06,therms,$3.39,
Natural gas usage,2016-04-28,1.03,therms,$1.69,
Natural gas usage,2016-04-29,0.00,therms,$0.00,
Natural gas usage,2016-04-30,1.03,therms,$1.69,
Natural gas usage,2016-05-01,0.00,therms,$0.00,
Natural gas usage,2016-05-02,1.03,therms,$1.22,
Natural gas usage,2016-05-03,0.00,therms,$0.00,
Natural gas usage,2016-05-04,1.03,therms,$1.22,
Natural gas usage,2016-05-05,1.03,therms,$1.22,
Natural gas usage,2016-05-06,2.06,therms,$2.44,
Natural gas usage,2016-05-07,1.03,therms,$1.22,
Natural gas usage,2016-05-08,2.06,therms,$2.44,
Natural gas usage,2016-05-09,1.03,therms,$1.22,
Natural gas usage,2016-05-10,0.00,therms,$0.00,
Natural gas usage,2016-05-11,1.03,therms,$1.22,
Natural gas usage,2016-05-12,0.00,therms,$0.00,
Natural gas usage,2016-05-13,1.03,therms,$1.22,
Natural gas usage,2016-05-14,1.03,therms,$1.22,
Natural gas usage,2016-05-15,0.00,therms,$0.00,
Natural gas usage,2016-05-16,1.04,therms,$1.23,
Natural gas usage,2016-05-17,0.00,therms,$0.00,
Natural gas usage,2016-05-18,0.00,therms,$0.00,
Natural gas usage,2016-05-19,1.04,therms,$1.23,
Natural gas usage,2016-05-20,0.00,therms,$0.00,
Natural gas usage,2016-05-21,2.07,therms,$2.45,
Natural gas usage,2016-05-22,1.04,therms,$1.23,
Natural gas usage,2016-05-23,0.00,therms,$0.00,
Natural gas usage,2016-05-24,1.03,therms,$1.50,
Natural gas usage,2016-05-25,1.03,therms,$1.73,
Natural gas usage,2016-05-26,1.03,therms,$1.73,
Natural gas usage,2016-05-27,0.00,therms,$0.00,
Natural gas usage,2016-05-28,1.03,therms,$1.73,
Natural gas usage,2016-05-29,0.00,therms,$0.00,
Natural gas usage,2016-05-30,1.03,therms,$1.73,
Natural gas usage,2016-05-31,0.00,therms,$0.00,
Natural gas usage,2016-06-01,0.00,therms,$0.00,
Natural gas usage,2016-06-02,1.03,therms,$1.16,
Natural gas usage,2016-06-03,0.00,therms,$0.00,
Natural gas usage,2016-06-04,1.03,therms,$1.16,
Natural gas usage,2016-06-05,0.00,therms,$0.00,
Natural gas usage,2016-06-06,0.00,therms,$0.00,
Natural gas usage,2016-06-07,1.03,therms,$1.16,
Natural gas usage,2016-06-08,0.00,therms,$0.00,
Natural gas usage,2016-06-09,1.03,therms,$1.16,
Natural gas usage,2016-06-10,0.00,therms,$0.00,
Natural gas usage,2016-06-11,1.03,therms,$1.16,
Natural gas usage,2016-06-12,0.00,therms,$0.00,
Natural gas usage,2016-06-13,1.03,therms,$1.16,
Natural gas usage,2016-06-14,0.00,therms,$0.00,
Natural gas usage,2016-06-15,1.03,therms,$1.16,
Natural gas usage,2016-06-16,0.00,therms,$0.00,
Natural gas usage,2016-06-17,0.00,therms,$0.00,
Natural gas usage,2016-06-18,1.03,therms,$1.16,
Natural gas usage,2016-06-19,0.00,therms,$0.00,
Natural gas usage,2016-06-20,1.03,therms,$1.16,
Natural gas usage,2016-06-21,0.00,therms,$0.00,
Natural gas usage,2016-06-22,1.03,therms,$1.16,
Natural gas usage,2016-06-23,0.00,therms,$0.00,
Natural gas usage,2016-06-24,0.00,therms,$0.00,
Natural gas usage,2016-06-25,1.03,therms,$1.16,
Natural gas usage,2016-06-26,0.00,therms,$0.00,
Natural gas usage,2016-06-27,0.00,therms,$0.00,
Natural gas usage,2016-06-28,1.03,therms,$1.16,
Natural gas usage,2016-06-29,0.00,therms,$0.00,
Natural gas usage,2016-06-30,1.03,therms,$1.16,
Natural gas usage,2016-07-01,0.00,therms,$0.00,
Natural gas usage,2016-07-02,0.00,therms,$0.00,
Natural gas usage,2016-07-03,1.03,therms,$1.23,
Natural gas usage,2016-07-04,0.00,therms,$0.00,
Natural gas usage,2016-07-05,1.03,therms,$1.22,
Natural gas usage,2016-07-06,0.00,therms,$0.00,
Natural gas usage,2016-07-07,0.00,therms,$0.00,
Natural gas usage,2016-07-08,1.03,therms,$1.22,
Natural gas usage,2016-07-09,0.00,therms,$0.00,
Natural gas usage,2016-07-10,1.03,therms,$1.22,
Natural gas usage,2016-07-11,0.00,therms,$0.00,
Natural gas usage,2016-07-12,1.03,therms,$1.22,
Natural gas usage,2016-07-13,0.00,therms,$0.00,
Natural gas usage,2016-07-14,1.03,therms,$1.22,
Natural gas usage,2016-07-15,0.00,therms,$0.00,
Natural gas usage,2016-07-16,0.00,therms,$0.00,
Natural gas usage,2016-07-17,1.03,therms,$1.22,
Natural gas usage,2016-07-18,0.00,therms,$0.00,
Natural gas usage,2016-07-19,0.00,therms,$0.00,
Natural gas usage,2016-07-20,1.03,therms,$1.22,
Natural gas usage,2016-07-21,0.00,therms,$0.00,
Natural gas usage,2016-07-22,0.00,therms,$0.00,
Natural gas usage,2016-07-23,0.00,therms,$0.00,
Natural gas usage,2016-07-24,1.03,therms,$1.22,
Natural gas usage,2016-07-25,0.00,therms,$0.00,
Natural gas usage,2016-07-26,0.00,therms,$0.00,
Natural gas usage,2016-07-27,0.00,therms,$0.00,
Natural gas usage,2016-07-28,0.00,therms,$0.00,
Natural gas usage,2016-07-29,0.00,therms,$0.00,
Natural gas usage,2016-07-30,0.00,therms,$0.00,
Natural gas usage,2016-07-31,0.00,therms,$0.00,
Natural gas usage,2016-08-01,1.03,therms,$1.43,
Natural gas usage,2016-08-02,0.00,therms,$0.00,
Natural gas usage,2016-08-03,0.00,therms,$0.00,
Natural gas usage,2016-08-04,0.00,therms,$0.00,
Natural gas usage,2016-08-05,0.00,therms,$0.00,
Natural gas usage,2016-08-06,0.00,therms,$0.00,
Natural gas usage,2016-08-07,1.03,therms,$1.43,
Natural gas usage,2016-08-08,0.00,therms,$0.00,
Natural gas usage,2016-08-09,0.00,therms,$0.00,
Natural gas usage,2016-08-10,1.03,therms,$1.42,
Natural gas usage,2016-08-11,0.00,therms,$0.00,
Natural gas usage,2016-08-12,0.00,therms,$0.00,
Natural gas usage,2016-08-13,1.03,therms,$1.42,
Natural gas usage,2016-08-14,0.00,therms,$0.00,
Natural gas usage,2016-08-15,0.00,therms,$0.00,
Natural gas usage,2016-08-16,1.03,therms,$1.42,
Natural gas usage,2016-08-17,0.00,therms,$0.00,
Natural gas usage,2016-08-18,1.03,therms,$1.42,
Natural gas usage,2016-08-19,0.00,therms,$0.00,
Natural gas usage,2016-08-20,0.00,therms,$0.00,
Natural gas usage,2016-08-21,0.00,therms,$0.00,
Natural gas usage,2016-08-22,1.03,therms,$1.42,
Natural gas usage,2016-08-23,0.00,therms,$0.00,
Natural gas usage,2016-08-24,1.03,therms,$1.42,
Natural gas usage,2016-08-25,0.00,therms,$0.00,
Natural gas usage,2016-08-26,0.00,therms,$0.00,
Natural gas usage,2016-08-27,1.03,therms,$1.42,
Natural gas usage,2016-08-28,0.00,therms,$0.00,
Natural gas usage,2016-08-29,1.03,therms,$1.43,
Natural gas usage,2016-08-30,0.00,therms,$0.00,
Natural gas usage,2016-08-31,0.00,therms,$0.00,
Natural gas usage,2016-09-01,1.03,therms,$1.41,
Natural gas usage,2016-09-02,0.00,therms,$0.00,
Natural gas usage,2016-09-03,1.03,therms,$1.41,
Natural gas usage,2016-09-04,0.00,therms,$0.00,
Natural gas usage,2016-09-05,1.03,therms,$1.41,
Natural gas usage,2016-09-06,0.00,therms,$0.00,
Natural gas usage,2016-09-07,1.03,therms,$1.41,
Natural gas usage,2016-09-08,0.00,therms,$0.00,
Natural gas usage,2016-09-09,1.03,therms,$1.41,
Natural gas usage,2016-09-10,0.00,therms,$0.00,
Natural gas usage,2016-09-11,1.03,therms,$1.41,
Natural gas usage,2016-09-12,1.03,therms,$1.41,
Natural gas usage,2016-09-13,1.03,therms,$1.41,
Natural gas usage,2016-09-14,0.00,therms,$0.00,
Natural gas usage,2016-09-15,1.03,therms,$1.41,
Natural gas usage,2016-09-16,0.00,therms,$0.00,
Natural gas usage,2016-09-17,0.00,therms,$0.00,
Natural gas usage,2016-09-18,1.03,therms,$1.41,
Natural gas usage,2016-09-19,0.00,therms,$0.00,
Natural gas usage,2016-09-20,1.03,therms,$1.40,
Natural gas usage,2016-09-21,0.00,therms,$0.00,
Natural gas usage,2016-09-22,0.00,therms,$0.00,
Natural gas usage,2016-09-23,1.03,therms,$1.40,
Natural gas usage,2016-09-24,0.00,therms,$0.00,
Natural gas usage,2016-09-25,0.00,therms,$0.00,
Natural gas usage,2016-09-26,1.03,therms,$1.41,
Natural gas usage,2016-09-27,0.00,therms,$0.00,
Natural gas usage,2016-09-28,1.03,therms,$1.41,
Natural gas usage,2016-09-29,0.00,therms,$0.00,
Natural gas usage,2016-09-30,0.00,therms,$0.00,
Natural gas usage,2016-10-01,1.03,therms,$1.51,
Natural gas usage,2016-10-02,1.03,therms,$1.51,
Natural gas usage,2016-10-03,2.06,therms,$4.02,
Natural gas usage,2016-10-04,1.03,therms,$2.10,
Natural gas usage,2016-10-05,0.00,therms,$0.00,
Natural gas usage,2016-10-06,1.03,therms,$1.50,
Natural gas usage,2016-10-07,0.00,therms,$0.00,
Natural gas usage,2016-10-08,1.03,therms,$1.50,
Natural gas usage,2016-10-09,0.00,therms,$0.00,
Natural gas usage,2016-10-10,1.03,therms,$1.50,
Natural gas usage,2016-10-11,0.00,therms,$0.00,
Natural gas usage,2016-10-12,1.03,therms,$1.50,
Natural gas usage,2016-10-13,0.00,therms,$0.00,
Natural gas usage,2016-10-14,1.03,therms,$1.50,
Natural gas usage,2016-10-15,0.00,therms,$0.00,
Natural gas usage,2016-10-16,1.03,therms,$1.50,
Natural gas usage,2016-10-17,0.00,therms,$0.00,
Natural gas usage,2016-10-18,1.02,therms,$1.49,
Natural gas usage,2016-10-19,1.02,therms,$1.49,
Natural gas usage,2016-10-20,1.02,therms,$1.49,
Natural gas usage,2016-10-21,1.02,therms,$1.49,
Natural gas usage,2016-10-22,0.00,therms,$0.00,
Natural gas usage,2016-10-23,1.02,therms,$1.49,
Natural gas usage,2016-10-24,1.02,therms,$1.49,
Natural gas usage,2016-10-25,0.00,therms,$0.00,
Natural gas usage,2016-10-26,1.02,therms,$1.49,
Natural gas usage,2016-10-27,1.02,therms,$1.49,
Natural gas usage,2016-10-28,0.00,therms,$0.00,
Natural gas usage,2016-10-29,1.02,therms,$1.49,
Natural gas usage,2016-10-30,1.02,therms,$1.77,
Natural gas usage,2016-10-31,0.00,therms,$0.00,
Natural gas usage,2016-11-01,2.05,therms,$3.13,
Natural gas usage,2016-11-02,2.05,therms,$3.21,
Natural gas usage,2016-11-03,1.02,therms,$1.57,
Natural gas usage,2016-11-04,1.02,therms,$1.57,
Natural gas usage,2016-11-05,3.07,therms,$4.70,
Natural gas usage,2016-11-06,1.02,therms,$1.57,
Natural gas usage,2016-11-07,0.00,therms,$0.00,
Natural gas usage,2016-11-08,1.02,therms,$1.56,
Natural gas usage,2016-11-09,1.02,therms,$1.56,
Natural gas usage,2016-11-10,0.00,therms,$0.00,
Natural gas usage,2016-11-11,1.02,therms,$1.56,
Natural gas usage,2016-11-12,0.00,therms,$0.00,
Natural gas usage,2016-11-13,1.02,therms,$1.56,
Natural gas usage,2016-11-14,1.02,therms,$1.56,
Natural gas usage,2016-11-15,2.04,therms,$3.12,
Natural gas usage,2016-11-16,3.06,therms,$4.68,
Natural gas usage,2016-11-17,3.06,therms,$4.68,
Natural gas usage,2016-11-18,3.06,therms,$4.68,
Natural gas usage,2016-11-19,3.06,therms,$4.68,
Natural gas usage,2016-11-20,1.02,therms,$1.56,
Natural gas usage,2016-11-21,4.08,therms,$6.23,
Natural gas usage,2016-11-22,3.06,therms,$4.67,
Natural gas usage,2016-11-23,4.08,therms,$6.23,
Natural gas usage,2016-11-24,3.06,therms,$4.67,
Natural gas usage,2016-11-25,5.09,therms,$7.79,
Natural gas usage,2016-11-26,4.08,therms,$6.23,
Natural gas usage,2016-11-27,3.06,therms,$4.67,
Natural gas usage,2016-11-28,3.05,therms,$5.06,
Natural gas usage,2016-11-29,4.07,therms,$8.59,
Natural gas usage,2016-11-30,4.07,therms,$8.59,
Natural gas usage,2016-12-01,5.09,therms,$7.45,
Natural gas usage,2016-12-02,4.07,therms,$7.83,
Natural gas usage,2016-12-03,4.07,therms,$8.33,
Natural gas usage,2016-12-04,3.05,therms,$4.47,
Natural gas usage,2016-12-05,4.09,therms,$5.99,
Natural gas usage,2016-12-06,4.09,therms,$5.99,
Natural gas usage,2016-12-07,6.14,therms,$8.99,
Natural gas usage,2016-12-08,3.07,therms,$4.49,
Natural gas usage,2016-12-09,3.07,therms,$4.49,
Natural gas usage,2016-12-10,1.02,therms,$1.50,
Natural gas usage,2016-12-11,4.09,therms,$5.99,
Natural gas usage,2016-12-12,4.10,therms,$6.00,
Natural gas usage,2016-12-13,4.10,therms,$6.00,
Natural gas usage,2016-12-14,2.05,therms,$3.00,
Natural gas usage,2016-12-15,2.05,therms,$3.00,
Natural gas usage,2016-12-16,4.10,therms,$6.00,
Natural gas usage,2016-12-17,6.15,therms,$9.00,
Natural gas usage,2016-12-18,5.12,therms,$8.00,
Natural gas usage,2016-12-19,5.13,therms,$10.50,
Natural gas usage,2016-12-20,4.11,therms,$8.40,
Natural gas usage,2016-12-21,3.08,therms,$6.30,
Natural gas usage,2016-12-22,3.08,therms,$6.30,
Natural gas usage,2016-12-23,0.00,therms,$0.00,
Natural gas usage,2016-12-24,3.08,therms,$6.30,
Natural gas usage,2016-12-25,7.19,therms,$14.70,
Natural gas usage,2016-12-26,5.13,therms,$10.50,
Natural gas usage,2016-12-27,4.12,therms,$8.42,
Natural gas usage,2016-12-28,4.12,therms,$8.42,
Natural gas usage,2016-12-29,4.12,therms,$8.42,
Natural gas usage,2016-12-30,3.09,therms,$6.31,
Natural gas usage,2016-12-31,4.12,therms,$8.42,
Natural gas usage,2017-01-01,5.14,therms,$7.39,
